@relation 2011.04.28-Joggen-SomeOtherText

@attribute timestamp DATE "yyyy-MM-dd' 'HH:mm:ss.SS" 
@attribute x numeric
@attribute y numeric
@attribute z numeric

@data
'2011-07-05 10:02:48.137',42,116,-4
'2011-07-05 10:02:48.177',117,44,-30
'2011-07-05 10:02:48.217',86,64,-36
'2011-07-05 10:02:48.257',74,18,-16
'2011-07-05 10:02:48.297',120,60,-32
'2011-07-05 10:02:48.337',127,26,22
'2011-07-05 10:02:48.377',127,-23,43
'2011-07-05 10:02:48.417',127,-16,56
'2011-07-05 10:02:48.457',127,-103,46
'2011-07-05 10:02:48.497',127,-42,40
'2011-07-05 10:02:48.537',126,-39,52
'2011-07-05 10:02:48.577',102,-31,49
'2011-07-05 10:02:48.617',9,-32,8
'2011-07-05 10:02:48.657',3,-18,5
'2011-07-05 10:02:48.697',52,-6,12
'2011-07-05 10:02:48.737',80,5,-7
'2011-07-05 10:02:48.777',100,-5,-90
'2011-07-05 10:02:48.817',121,52,-111
'2011-07-05 10:02:48.857',127,127,-128
'2011-07-05 10:02:48.897',42,127,-84
'2011-07-05 10:02:48.937',37,122,7
'2011-07-05 10:02:48.977',25,-60,-1
'2011-07-05 10:02:49.017',44,48,-49
'2011-07-05 10:02:49.057',68,26,-24
'2011-07-05 10:02:49.097',116,58,-24
'2011-07-05 10:02:49.137',126,54,-21
'2011-07-05 10:02:49.177',127,-10,39
'2011-07-05 10:02:49.217',118,-52,39
'2011-07-05 10:02:49.257',75,23,5
'2011-07-05 10:02:49.337',103,-30,79
'2011-07-05 10:02:49.377',39,-26,35
'2011-07-05 10:02:49.417',10,-34,13
'2011-07-05 10:02:49.457',38,-8,26
'2011-07-05 10:02:49.497',66,15,40
'2011-07-05 10:02:49.537',94,20,-4
'2011-07-05 10:02:49.577',127,112,-116
'2011-07-05 10:02:49.617',127,127,-128
'2011-07-05 10:02:49.657',64,127,-128
'2011-07-05 10:02:49.697',35,108,-55
'2011-07-05 10:02:49.737',104,-128,20
'2011-07-05 10:02:49.777',54,32,-57
'2011-07-05 10:02:49.817',74,80,-25
'2011-07-05 10:02:49.857',127,46,-24
'2011-07-05 10:02:49.897',127,-8,15
'2011-07-05 10:02:49.937',127,-49,50
'2011-07-05 10:02:49.977',98,-50,40
'2011-07-05 10:02:50.017',127,-32,29
'2011-07-05 10:02:50.057',127,-68,52
'2011-07-05 10:02:50.097',125,-45,54
'2011-07-05 10:02:50.137',116,-36,63
'2011-07-05 10:02:50.177',6,-26,16
'2011-07-05 10:02:50.217',28,-16,20
'2011-07-05 10:02:50.257',79,-2,35
'2011-07-05 10:02:50.297',116,22,19
'2011-07-05 10:02:50.337',127,78,-94
'2011-07-05 10:02:50.377',127,122,-124
'2011-07-05 10:02:50.417',59,127,-114
'2011-07-05 10:02:50.457',9,116,-62
'2011-07-05 10:02:50.497',127,24,-128
'2011-07-05 10:02:50.537',17,86,-25
'2011-07-05 10:02:50.577',76,44,-12
'2011-07-05 10:02:50.617',127,56,-27
'2011-07-05 10:02:50.657',127,-31,-2
'2011-07-05 10:02:50.697',127,-54,24
'2011-07-05 10:02:50.737',72,15,39
'2011-07-05 10:02:50.777',127,-56,54
'2011-07-05 10:02:50.817',127,-66,72
'2011-07-05 10:02:50.857',127,-54,66
'2011-07-05 10:02:50.897',106,-28,83
'2011-07-05 10:02:50.937',8,-18,24
'2011-07-05 10:02:50.977',34,8,37
'2011-07-05 10:02:51.017',86,14,52
'2011-07-05 10:02:51.057',127,26,-5
'2011-07-05 10:02:51.097',127,127,-128
'2011-07-05 10:02:51.137',121,127,-128
'2011-07-05 10:02:51.177',22,127,-128
'2011-07-05 10:02:51.217',66,88,-28
'2011-07-05 10:02:51.257',-98,-45,-77
'2011-07-05 10:02:51.297',82,-20,0
'2011-07-05 10:02:51.337',108,66,-26
'2011-07-05 10:02:51.377',127,26,-22
'2011-07-05 10:02:51.417',127,-13,1
'2011-07-05 10:02:51.457',127,-50,35
'2011-07-05 10:02:51.497',69,31,17
'2011-07-05 10:02:51.537',127,-66,78
'2011-07-05 10:02:51.577',127,-51,47
'2011-07-05 10:02:51.617',123,-39,72
'2011-07-05 10:02:51.657',51,-33,50
'2011-07-05 10:02:51.697',26,-26,26
'2011-07-05 10:02:51.737',76,0,30
'2011-07-05 10:02:51.777',120,15,15
'2011-07-05 10:02:51.817',127,64,-110
'2011-07-05 10:02:51.857',127,116,-127
'2011-07-05 10:02:51.897',62,127,-128
'2011-07-05 10:02:51.937',25,116,-80
'2011-07-05 10:02:51.977',117,76,-29
'2011-07-05 10:02:52.017',76,36,-42
'2011-07-05 10:02:52.057',80,36,-18
'2011-07-05 10:02:52.097',111,52,-32
'2011-07-05 10:02:52.137',127,16,-18
'2011-07-05 10:02:52.177',127,-57,27
'2011-07-05 10:02:52.217',59,35,26
'2011-07-05 10:02:52.257',127,-31,48
'2011-07-05 10:02:52.297',127,-82,77
'2011-07-05 10:02:52.337',121,-80,75
'2011-07-05 10:02:52.377',103,-34,71
'2011-07-05 10:02:52.417',5,-12,34
'2011-07-05 10:02:52.457',31,13,43
'2011-07-05 10:02:52.497',84,12,50
'2011-07-05 10:02:52.537',127,26,3
'2011-07-05 10:02:52.577',127,127,-128
'2011-07-05 10:02:52.617',125,127,-128
