'2010-06-26 01:04:41.84';-128;-11;1;Joggen
'2010-06-26 01:04:41.88';-128;-90;-78;Joggen
'2010-06-26 01:04:41.92';-22;-3;-25;Joggen
'2010-06-26 01:04:41.96';-128;-128;-112;Joggen
'2010-06-26 01:04:42.0';-98;-72;-101;Joggen
'2010-06-26 01:04:42.04';-76;-45;-71;Joggen
'2010-06-26 01:04:42.08';-58;-45;-119;Joggen
'2010-06-26 01:04:42.12';4;-12;-31;Joggen
'2010-06-26 01:04:42.16';-48;4;-23;Joggen
'2010-06-26 01:04:42.2';-94;-2;-47;Joggen
'2010-06-26 01:04:42.24';-115;10;-44;Joggen
'2010-06-26 01:04:42.28';-128;15;52;Joggen
'2010-06-26 01:04:42.32';-128;118;123;Joggen
'2010-06-26 01:04:42.36';-111;127;123;Joggen
'2010-06-26 01:04:42.4';-109;76;43;Joggen
'2010-06-26 01:04:42.44';-15;52;35;Joggen
'2010-06-26 01:04:42.48';-115;0;16;Joggen
'2010-06-26 01:04:42.52';-128;-6;53;Joggen
'2010-06-26 01:04:42.56';-128;-5;19;Joggen
'2010-06-26 01:04:42.6';-128;-68;-60;Joggen
'2010-06-26 01:04:42.64';-82;-41;-61;Joggen
'2010-06-26 01:04:42.68';-128;-121;-123;Joggen
'2010-06-26 01:04:42.72';-128;-71;-122;Joggen
'2010-06-26 01:04:42.76';-105;-78;-109;Joggen
'2010-06-26 01:04:42.8';-97;-62;-95;Joggen
'2010-06-26 01:04:42.84';-41;-25;-61;Joggen
'2010-06-26 01:04:42.88';-14;12;-40;Joggen
'2010-06-26 01:04:42.92';-90;-9;-62;Joggen
'2010-06-26 01:04:42.96';-118;-9;-48;Joggen
'2010-06-26 01:04:43.0';-128;7;48;Joggen
'2010-06-26 01:04:43.04';-128;117;123;Joggen
'2010-06-26 01:04:43.08';-110;127;123;Joggen
'2010-06-26 01:04:43.12';-86;90;44;Joggen
'2010-06-26 01:04:43.16';-79;11;28;Joggen
'2010-06-26 01:04:43.2';-87;-11;45;Joggen
'2010-06-26 01:04:43.24';-118;68;24;Joggen
'2010-06-26 01:04:43.28';-127;17;17;Joggen
'2010-06-26 01:04:43.32';-128;-57;-43;Joggen
'2010-06-26 01:04:43.36';-123;-70;-82;Joggen
'2010-06-26 01:04:43.4';-128;-128;-69;Joggen
'2010-06-26 01:04:43.44';-128;-71;-109;Joggen
'2010-06-26 01:04:43.48';-107;-74;-101;Joggen
'2010-06-26 01:04:43.52';-105;-67;-100;Joggen
'2010-06-26 01:04:43.56';-53;-34;-85;Joggen
'2010-06-26 01:04:43.6';-13;0;-40;Joggen
'2010-06-26 01:04:43.64';-77;5;-42;Joggen
'2010-06-26 01:04:43.68';-122;3;-45;Joggen
'2010-06-26 01:04:43.72';-128;36;59;Joggen
'2010-06-26 01:04:43.76';-128;94;114;Joggen
'2010-06-26 01:04:43.8';-123;127;123;Joggen
'2010-06-26 01:04:43.84';-82;124;117;Joggen
'2010-06-26 01:04:43.88';-128;127;123;Joggen
'2010-06-26 01:04:43.92';-14;127;61;Joggen
'2010-06-26 01:04:43.96';-92;38;8;Joggen
'2010-06-26 01:04:44.0';-128;19;5;Joggen
'2010-06-26 01:04:44.04';-128;-54;-38;Joggen
'2010-06-26 01:04:44.08';-128;-95;-66;Joggen
'2010-06-26 01:04:44.12';-35;35;-31;Joggen
'2010-06-26 01:04:44.16';-128;-93;-101;Joggen
'2010-06-26 01:04:44.2';-90;-74;-96;Joggen
'2010-06-26 01:04:44.24';-98;-76;-99;Joggen
'2010-06-26 01:04:44.28';-82;-39;-109;Joggen
'2010-06-26 01:04:44.32';-6;-46;-16;Joggen
'2010-06-26 01:04:44.36';-46;1;-36;Joggen
'2010-06-26 01:04:44.4';-82;-1;-50;Joggen
'2010-06-26 01:04:44.44';-128;-6;20;Joggen
'2010-06-26 01:04:44.48';-128;127;123;Joggen
'2010-06-26 01:04:44.52';-128;127;123;Joggen
'2010-06-26 01:04:44.56';-102;127;123;Joggen
'2010-06-26 01:04:44.6';-107;64;24;Joggen
'2010-06-26 01:04:44.64';-26;127;-53;Joggen
'2010-06-26 01:04:44.68';-105;76;40;Joggen
'2010-06-26 01:04:44.72';-128;25;29;Joggen
'2010-06-26 01:04:44.76';-128;1;11;Joggen
'2010-06-26 01:04:44.8';-128;-86;-79;Joggen
'2010-06-26 01:04:44.84';-32;9;-33;Joggen
'2010-06-26 01:04:44.88';-128;-91;-100;Joggen
'2010-06-26 01:04:44.92';-116;-64;-110;Joggen
'2010-06-26 01:04:44.96';-97;-72;-106;Joggen
'2010-06-26 01:04:45.0';-82;-51;-89;Joggen
'2010-06-26 01:04:45.04';5;-30;-21;Joggen
'2010-06-26 01:04:45.08';-22;11;-44;Joggen
'2010-06-26 01:04:45.12';-80;-14;-65;Joggen
'2010-06-26 01:04:45.16';-128;-7;-38;Joggen
'2010-06-26 01:04:45.2';-128;17;41;Joggen
'2010-06-26 01:04:45.24';-128;122;123;Joggen
'2010-06-26 01:04:45.28';-111;127;123;Joggen
'2010-06-26 01:04:45.32';-109;70;53;Joggen
'2010-06-26 01:04:45.36';-5;65;38;Joggen
'2010-06-26 01:04:45.4';-93;-4;-9;Joggen
'2010-06-26 01:04:45.44';-122;10;20;Joggen
'2010-06-26 01:04:45.48';-128;-9;20;Joggen
'2010-06-26 01:04:45.52';-128;-60;-53;Joggen
'2010-06-26 01:04:45.56';-99;-53;-66;Joggen
'2010-06-26 01:04:45.6';-128;-120;-114;Joggen
'2010-06-26 01:04:45.64';-122;-54;-106;Joggen
'2010-06-26 01:04:45.68';-112;-79;-104;Joggen
'2010-06-26 01:04:45.72';-12;-17;-33;Joggen
'2010-06-26 01:04:45.76';-50;-2;-30;Joggen
'2010-06-26 01:04:45.8';-106;-5;-58;Joggen
'2010-06-26 01:04:45.84';-128;-1;-20;Joggen
'2010-06-26 01:04:45.88';-128;75;123;Joggen
'2010-06-26 01:04:45.92';-128;112;122;Joggen
'2010-06-26 01:04:45.96';-118;127;123;Joggen
'2010-06-26 01:04:46.0';-99;116;73;Joggen
'2010-06-26 01:04:46.04';-85;18;31;Joggen
'2010-06-26 01:04:46.08';-107;34;69;Joggen
'2010-06-26 01:04:46.12';-100;36;35;Joggen
'2010-06-26 01:04:46.16';-121;22;27;Joggen
'2010-06-26 01:04:46.2';-128;-30;-19;Joggen
'2010-06-26 01:04:46.24';-128;-73;-68;Joggen
'2010-06-26 01:04:46.28';-128;-90;-81;Joggen
'2010-06-26 01:04:46.32';-128;-66;-108;Joggen
'2010-06-26 01:04:46.36';-116;-83;-118;Joggen
'2010-06-26 01:04:46.4';-111;-69;-101;Joggen
'2010-06-26 01:04:46.44';-57;-27;-81;Joggen
'2010-06-26 01:04:46.48';-14;10;-44;Joggen
'2010-06-26 01:04:46.52';-72;-2;-51;Joggen
'2010-06-26 01:04:46.56';-123;-14;-23;Joggen
'2010-06-26 01:04:46.6';-128;27;101;Joggen
'2010-06-26 01:04:46.64';-128;95;121;Joggen
'2010-06-26 01:04:46.68';-120;127;123;Joggen
'2010-06-26 01:04:46.72';-96;116;104;Joggen
'2010-06-26 01:04:46.76';-89;65;7;Joggen
'2010-06-26 01:04:46.8';-5;74;40;Joggen
'2010-06-26 01:04:46.84';-91;8;14;Joggen
'2010-06-26 01:04:46.88';-118;21;23;Joggen
'2010-06-26 01:04:46.92';-128;-21;-13;Joggen
'2010-06-26 01:04:46.96';-128;-80;-69;Joggen
'2010-06-26 01:04:47.0';-33;21;-29;Joggen
'2010-06-26 01:04:47.04';-128;-98;-101;Joggen
'2010-06-26 01:04:47.08';-85;-73;-105;Joggen
'2010-06-26 01:04:47.12';-100;-69;-102;Joggen
'2010-06-26 01:04:47.16';-70;-40;-96;Joggen
'2010-06-26 01:04:47.2';-13;-12;-35;Joggen
'2010-06-26 01:04:47.24';-60;4;-41;Joggen
'2010-06-26 01:04:47.28';-115;-2;-47;Joggen
'2010-06-26 01:04:47.32';-128;-22;48;Joggen
'2010-06-26 01:04:47.36';-128;56;105;Joggen
'2010-06-26 01:04:47.4';-128;127;123;Joggen
'2010-06-26 01:04:47.44';-93;127;123;Joggen
'2010-06-26 01:04:47.48';-94;70;-17;Joggen
'2010-06-26 01:04:47.52';58;27;-36;Joggen
'2010-06-26 01:04:47.56';-92;20;-8;Joggen
'2010-06-26 01:04:47.6';-128;39;41;Joggen
'2010-06-26 01:04:47.64';-128;-9;11;Joggen
'2010-06-26 01:04:47.68';-128;-56;-53;Joggen
'2010-06-26 01:04:47.72';-57;-27;-56;Joggen
'2010-06-26 01:04:47.76';-128;-111;-109;Joggen
'2010-06-26 01:04:47.8';-91;-71;-119;Joggen
'2010-06-26 01:04:47.84';-92;-79;-94;Joggen
'2010-06-26 01:04:47.88';-102;-44;-93;Joggen
'2010-06-26 01:04:47.92';-8;-12;-24;Joggen
'2010-06-26 01:04:47.96';-46;18;-42;Joggen
'2010-06-26 01:04:48.0';-103;6;-69;Joggen
'2010-06-26 01:04:48.04';-128;-28;7;Joggen
'2010-06-26 01:04:48.08';-128;88;123;Joggen
'2010-06-26 01:04:48.12';-128;122;123;Joggen
'2010-06-26 01:04:48.16';-103;127;123;Joggen
'2010-06-26 01:04:48.2';-76;88;8;Joggen
'2010-06-26 01:04:48.24';94;127;-3;Joggen
'2010-06-26 01:04:48.28';-68;-36;-13;Joggen
'2010-06-26 01:04:48.32';-128;32;26;Joggen
'2010-06-26 01:04:48.36';-128;-34;-6;Joggen
'2010-06-26 01:04:48.4';-128;-53;-43;Joggen
'2010-06-26 01:04:48.44';-100;-39;-67;Joggen
'2010-06-26 01:04:48.48';-128;-99;-102;Joggen
'2010-06-26 01:04:48.52';-128;-88;-126;Joggen
'2010-06-26 01:04:48.56';-101;-90;-118;Joggen
'2010-06-26 01:04:48.6';-90;-52;-103;Joggen
'2010-06-26 01:04:48.64';-51;-21;-60;Joggen
'2010-06-26 01:04:48.68';-27;12;-39;Joggen
'2010-06-26 01:04:48.72';-85;3;-63;Joggen
'2010-06-26 01:04:48.76';-128;5;-30;Joggen
'2010-06-26 01:04:48.8';-128;64;123;Joggen
'2010-06-26 01:04:48.84';-128;115;123;Joggen
'2010-06-26 01:04:48.88';-113;127;123;Joggen
'2010-06-26 01:04:48.92';-98;109;67;Joggen
'2010-06-26 01:04:48.96';-99;-4;37;Joggen
'2010-06-26 01:04:49.0';-100;40;77;Joggen
'2010-06-26 01:04:49.04';-116;56;30;Joggen
'2010-06-26 01:04:49.08';-120;22;24;Joggen
'2010-06-26 01:04:49.12';-128;-35;-26;Joggen
'2010-06-26 01:04:49.16';-128;-61;-84;Joggen
'2010-06-26 01:04:49.2';-128;-122;-91;Joggen
'2010-06-26 01:04:49.24';-128;-55;-88;Joggen
'2010-06-26 01:04:49.28';-127;-91;-106;Joggen
'2010-06-26 01:04:49.32';-108;-66;-94;Joggen
'2010-06-26 01:04:49.36';-50;-36;-83;Joggen
'2010-06-26 01:04:49.4';2;-6;-50;Joggen
'2010-06-26 01:04:49.44';-55;-2;-42;Joggen
'2010-06-26 01:04:49.48';-111;14;-45;Joggen
'2010-06-26 01:04:49.52';-128;4;42;Joggen
'2010-06-26 01:04:49.56';-128;71;108;Joggen
'2010-06-26 01:04:49.6';-127;127;123;Joggen
'2010-06-26 01:04:49.64';-87;121;99;Joggen
'2010-06-26 01:04:49.68';-106;68;36;Joggen
'2010-06-26 01:04:49.72';-46;38;60;Joggen
'2010-06-26 01:04:49.76';-72;35;14;Joggen
'2010-06-26 01:04:49.8';-97;27;12;Joggen
'2010-06-26 01:04:49.84';-128;-13;10;Joggen
'2010-06-26 01:04:49.88';-128;-71;-72;Joggen
'2010-06-26 01:04:49.92';-69;-23;-59;Joggen
'2010-06-26 01:04:49.96';-128;-103;-125;Joggen
'2010-06-26 01:04:50.0';-110;-56;-99;Joggen
'2010-06-26 01:04:50.04';-117;-57;-98;Joggen
'2010-06-26 01:04:50.08';-71;-45;-90;Joggen
'2010-06-26 01:04:50.12';-16;-26;-44;Joggen
'2010-06-26 01:04:50.16';-30;0;-36;Joggen
'2010-06-26 01:04:50.2';-87;-6;-62;Joggen
'2010-06-26 01:04:50.24';-128;-9;13;Joggen
'2010-06-26 01:04:50.28';-128;35;69;Joggen
'2010-06-26 01:04:50.32';-128;127;123;Joggen
'2010-06-26 01:04:50.36';-104;127;123;Joggen
'2010-06-26 01:04:50.4';-54;58;52;Joggen
'2010-06-26 01:04:50.44';-56;-128;37;Joggen
'2010-06-26 01:04:50.48';-30;5;77;Joggen
'2010-06-26 01:04:50.52';-106;46;12;Joggen
'2010-06-26 01:04:50.56';-128;-10;5;Joggen
'2010-06-26 01:04:50.6';-128;-38;-27;Joggen
'2010-06-26 01:04:50.64';-128;-78;-71;Joggen
'2010-06-26 01:04:50.68';-122;-89;42;Joggen
'2010-06-26 01:04:50.72';-128;-78;-82;Joggen
'2010-06-26 01:04:50.76';-84;-59;-102;Joggen
'2010-06-26 01:04:50.8';-102;-52;-98;Joggen
'2010-06-26 01:04:50.84';-57;-35;-77;Joggen
'2010-06-26 01:04:50.88';-14;-8;-26;Joggen
'2010-06-26 01:04:50.92';-58;-4;-38;Joggen
'2010-06-26 01:04:50.96';-119;12;-52;Joggen
'2010-06-26 01:04:51.0';-128;13;33;Joggen
'2010-06-26 01:04:51.04';-128;78;99;Joggen
'2010-06-26 01:04:51.08';-128;127;123;Joggen
'2010-06-26 01:04:51.12';-94;124;101;Joggen
'2010-06-26 01:04:51.16';-112;63;23;Joggen
'2010-06-26 01:04:51.2';-30;54;121;Joggen
'2010-06-26 01:04:51.24';-84;72;29;Joggen
'2010-06-26 01:04:51.28';-93;30;18;Joggen
'2010-06-26 01:04:51.32';-128;-3;17;Joggen
'2010-06-26 01:04:51.36';-128;-67;-68;Joggen
'2010-06-26 01:04:51.4';-87;-64;-57;Joggen
'2010-06-26 01:04:51.44';-128;-128;-118;Joggen
'2010-06-26 01:04:51.48';-128;-85;-108;Joggen
'2010-06-26 01:04:51.52';-86;-46;-87;Joggen
'2010-06-26 01:04:51.56';-95;-48;-91;Joggen
'2010-06-26 01:04:51.6';-36;-29;-68;Joggen
'2010-06-26 01:04:51.64';-24;11;-42;Joggen
'2010-06-26 01:04:51.68';-95;-2;-46;Joggen
'2010-06-26 01:04:51.72';-120;16;-45;Joggen
'2010-06-26 01:04:51.76';-128;24;37;Joggen
'2010-06-26 01:04:51.8';-128;118;123;Joggen
'2010-06-26 01:04:51.84';-113;127;123;Joggen
'2010-06-26 01:04:51.88';-72;99;61;Joggen
'2010-06-26 01:04:51.92';106;-128;47;Joggen
'2010-06-26 01:04:51.96';-76;26;83;Joggen
'2010-06-26 01:04:52.0';-118;51;30;Joggen
'2010-06-26 01:04:52.04';-128;-1;14;Joggen
'2010-06-26 01:04:52.08';-128;-30;-15;Joggen
'2010-06-26 01:04:52.12';-128;-85;-66;Joggen
'2010-06-26 01:04:52.16';-83;-33;66;Joggen
'2010-06-26 01:04:52.2';-128;-91;-73;Joggen
'2010-06-26 01:04:52.24';-109;-67;-97;Joggen
'2010-06-26 01:04:52.28';-114;-60;-89;Joggen
'2010-06-26 01:04:52.32';-64;-32;-96;Joggen
'2010-06-26 01:04:52.36';-2;-24;-28;Joggen
'2010-06-26 01:04:52.4';-53;-6;-43;Joggen
'2010-06-26 01:04:52.44';-128;90;123;Joggen
'2010-06-26 01:04:52.48';-128;127;123;Joggen
'2010-06-26 01:04:52.52';-112;127;123;Joggen
'2010-06-26 01:04:52.56';-105;112;84;Joggen
'2010-06-26 01:04:52.6';-105;27;20;Joggen
'2010-06-26 01:04:52.64';-112;54;80;Joggen
'2010-06-26 01:04:52.68';-70;4;-7;Joggen
'2010-06-26 01:04:52.72';-111;25;26;Joggen
'2010-06-26 01:04:52.76';-128;-28;0;Joggen
'2010-06-26 01:04:52.8';-128;-90;-70;Joggen
'2010-06-26 01:04:52.84';-30;18;-18;Joggen
'2010-06-26 01:04:52.88';-128;-98;-92;Joggen
'2010-06-26 01:04:52.92';-110;-60;-103;Joggen
'2010-06-26 01:04:52.96';-104;-65;-90;Joggen
'2010-06-26 01:04:53.0';-74;-49;-97;Joggen
'2010-06-26 01:04:53.04';12;-36;-16;Joggen
'2010-06-26 01:04:53.08';-36;-4;-43;Joggen
'2010-06-26 01:04:53.12';-104;-10;-54;Joggen
'2010-06-26 01:04:53.16';-128;-8;13;Joggen
'2010-06-26 01:04:53.2';-128;127;123;Joggen
'2010-06-26 01:04:53.24';-128;127;123;Joggen
'2010-06-26 01:04:53.28';-99;127;123;Joggen
'2010-06-26 01:04:53.32';-107;64;26;Joggen
'2010-06-26 01:04:53.36';-9;46;51;Joggen
'2010-06-26 01:04:53.4';-120;78;22;Joggen
'2010-06-26 01:04:53.44';-128;20;45;Joggen
'2010-06-26 01:04:53.48';-128;-4;9;Joggen
'2010-06-26 01:04:53.52';-128;-81;-68;Joggen
'2010-06-26 01:04:53.56';-53;-25;-63;Joggen
'2010-06-26 01:04:53.6';-128;-128;-98;Joggen
'2010-06-26 01:04:53.64';-126;-68;-108;Joggen
'2010-06-26 01:04:53.68';-101;-70;-97;Joggen
'2010-06-26 01:04:53.72';-95;-41;-105;Joggen
'2010-06-26 01:04:53.76';-31;-23;-56;Joggen
'2010-06-26 01:04:53.8';-22;6;-38;Joggen
'2010-06-26 01:04:53.84';-80;-7;-64;Joggen
'2010-06-26 01:04:53.88';-113;1;-56;Joggen
'2010-06-26 01:04:53.92';-128;23;54;Joggen
'2010-06-26 01:04:53.96';-128;125;123;Joggen
'2010-06-26 01:04:54.0';-111;127;123;Joggen
'2010-06-26 01:04:54.04';-94;106;30;Joggen
'2010-06-26 01:04:54.08';-54;20;34;Joggen
'2010-06-26 01:04:54.12';-106;18;-58;Joggen
'2010-06-26 01:04:54.16';-122;20;22;Joggen
'2010-06-26 01:04:54.2';-128;3;16;Joggen
'2010-06-26 01:04:54.24';-128;-69;-56;Joggen
'2010-06-26 01:04:54.28';-96;-63;-71;Joggen
'2010-06-26 01:04:54.32';-128;-128;-123;Joggen
'2010-06-26 01:04:54.36';-128;-58;-113;Joggen
'2010-06-26 01:04:54.4';-119;-77;-98;Joggen
'2010-06-26 01:04:54.44';-101;-58;-104;Joggen
'2010-06-26 01:04:54.48';-27;-32;-66;Joggen
'2010-06-26 01:04:54.52';-15;0;-41;Joggen
'2010-06-26 01:04:54.56';-90;-10;-70;Joggen
'2010-06-26 01:04:54.6';-120;-4;-62;Joggen
'2010-06-26 01:04:54.64';-128;9;30;Joggen
'2010-06-26 01:04:54.68';-128;118;123;Joggen
'2010-06-26 01:04:54.72';-108;127;123;Joggen
'2010-06-26 01:04:54.76';-107;75;33;Joggen
'2010-06-26 01:04:54.8';-20;65;33;Joggen
'2010-06-26 01:04:54.84';-88;-12;8;Joggen
'2010-06-26 01:04:54.88';-114;36;20;Joggen
'2010-06-26 01:04:54.92';-128;5;22;Joggen
'2010-06-26 01:04:54.96';-128;-60;-55;Joggen
'2010-06-26 01:04:55.0';-79;-44;-62;Joggen
'2010-06-26 01:04:55.04';-128;-128;-107;Joggen
'2010-06-26 01:04:55.08';-128;-62;-117;Joggen
'2010-06-26 01:04:55.12';-113;-79;-112;Joggen
'2010-06-26 01:04:55.16';-105;-62;-107;Joggen
'2010-06-26 01:04:55.2';-45;-33;-81;Joggen
'2010-06-26 01:04:55.24';-6;10;-49;Joggen
'2010-06-26 01:04:55.28';-78;-11;-58;Joggen
'2010-06-26 01:04:55.32';-128;-10;-53;Joggen
'2010-06-26 01:04:55.36';-128;44;108;Joggen
'2010-06-26 01:04:55.4';-128;110;122;Joggen
'2010-06-26 01:04:55.44';-117;127;123;Joggen
'2010-06-26 01:04:55.48';-108;92;62;Joggen
'2010-06-26 01:04:55.52';-47;55;12;Joggen
'2010-06-26 01:04:55.56';-100;31;-13;Joggen
'2010-06-26 01:04:55.6';-117;47;31;Joggen
'2010-06-26 01:04:55.64';-127;9;25;Joggen
'2010-06-26 01:04:55.68';-128;-58;-42;Joggen
'2010-06-26 01:04:55.72';-97;-53;-64;Joggen
'2010-06-26 01:04:55.76';-128;-128;-124;Joggen
'2010-06-26 01:04:55.8';-128;-62;-128;Joggen
'2010-06-26 01:04:55.84';-108;-77;-115;Joggen
'2010-06-26 01:04:55.88';-100;-63;-94;Joggen
'2010-06-26 01:04:55.92';-49;-27;-79;Joggen
'2010-06-26 01:04:55.96';-11;12;-54;Joggen
'2010-06-26 01:04:56.0';-81;0;-58;Joggen
'2010-06-26 01:04:56.04';-128;-14;-33;Joggen
'2010-06-26 01:04:56.08';-128;35;100;Joggen
'2010-06-26 01:04:56.12';-128;103;121;Joggen
'2010-06-26 01:04:56.16';-116;127;123;Joggen
'2010-06-26 01:04:56.2';-91;104;102;Joggen
'2010-06-26 01:04:56.24';-128;-126;-128;Joggen
'2010-06-26 01:04:56.28';-4;68;-48;Joggen
'2010-06-26 01:04:56.32';-98;22;14;Joggen
'2010-06-26 01:04:56.36';-128;6;-3;Joggen
'2010-06-26 01:04:56.4';-128;-36;-29;Joggen
'2010-06-26 01:04:56.44';-128;-74;-76;Joggen
'2010-06-26 01:04:56.48';-128;-128;-75;Joggen
'2010-06-26 01:04:56.52';-128;-60;-112;Joggen
'2010-06-26 01:04:56.56';-117;-79;-117;Joggen
'2010-06-26 01:04:56.6';-113;-64;-102;Joggen
'2010-06-26 01:04:56.64';-55;-36;-100;Joggen
'2010-06-26 01:04:56.68';-2;-18;-42;Joggen
'2010-06-26 01:04:56.72';-65;-8;-44;Joggen
'2010-06-26 01:04:56.76';-128;-8;-48;Joggen
'2010-06-26 01:04:56.8';-128;20;57;Joggen
'2010-06-26 01:04:56.84';-128;91;114;Joggen
'2010-06-26 01:04:56.88';-125;127;123;Joggen
'2010-06-26 01:04:56.92';-104;127;93;Joggen
'2010-06-26 01:04:56.96';-106;17;30;Joggen
'2010-06-26 01:04:57.0';-119;26;89;Joggen
'2010-06-26 01:04:57.04';-91;30;25;Joggen
'2010-06-26 01:04:57.08';-115;25;29;Joggen
'2010-06-26 01:04:57.12';-128;-34;-21;Joggen
'2010-06-26 01:04:57.16';-128;-81;-81;Joggen
'2010-06-26 01:04:57.2';-114;-57;21;Joggen
'2010-06-26 01:04:57.24';-128;-84;-114;Joggen
'2010-06-26 01:04:57.28';-112;-65;-114;Joggen
'2010-06-26 01:04:57.32';-95;-65;-107;Joggen
'2010-06-26 01:04:57.36';-58;-40;-89;Joggen
'2010-06-26 01:04:57.4';-9;-26;-30;Joggen
'2010-06-26 01:04:57.44';-59;8;-44;Joggen
'2010-06-26 01:04:57.48';-124;19;-79;Joggen
'2010-06-26 01:04:57.52';-128;20;32;Joggen
'2010-06-26 01:04:57.56';-128;79;97;Joggen
'2010-06-26 01:04:57.6';-128;127;123;Joggen
'2010-06-26 01:04:57.64';-92;125;95;Joggen
'2010-06-26 01:04:57.68';-116;55;48;Joggen
'2010-06-26 01:04:57.72';-89;24;22;Joggen
'2010-06-26 01:04:57.76';-67;2;-12;Joggen
'2010-06-26 01:04:57.8';-108;26;15;Joggen
'2010-06-26 01:04:57.84';-128;-19;0;Joggen
'2010-06-26 01:04:57.88';-128;-80;-86;Joggen
'2010-06-26 01:04:57.92';-48;16;82;Joggen
'2010-06-26 01:04:57.96';-128;-85;-86;Joggen
'2010-06-26 01:04:58.0';-110;-66;-96;Joggen
'2010-06-26 01:04:58.04';-112;-67;-107;Joggen
'2010-06-26 01:04:58.08';-74;-42;-98;Joggen
'2010-06-26 01:04:58.12';8;-46;-26;Joggen
'2010-06-26 01:04:58.16';-36;-1;-42;Joggen
'2010-06-26 01:04:58.2';-100;-7;-84;Joggen
'2010-06-26 01:04:58.24';-124;2;-61;Joggen
