'2010-06-26 01:05:16.92';-128;-75;-84;Spazieren
'2010-06-26 01:05:16.96';-74;-25;-59;Spazieren
'2010-06-26 01:05:17.0';-128;-128;-109;Spazieren
'2010-06-26 01:05:17.04';-92;-48;-68;Spazieren
'2010-06-26 01:05:17.08';-97;-47;-79;Spazieren
'2010-06-26 01:05:17.12';-89;-42;-98;Spazieren
'2010-06-26 01:05:17.16';10;-26;-30;Spazieren
'2010-06-26 01:05:17.2';-30;-14;-28;Spazieren
'2010-06-26 01:05:17.24';-61;-19;-38;Spazieren
'2010-06-26 01:05:17.28';-128;0;-8;Spazieren
'2010-06-26 01:05:17.32';-128;104;123;Spazieren
'2010-06-26 01:05:17.36';-128;126;123;Spazieren
'2010-06-26 01:05:17.4';-102;127;123;Spazieren
'2010-06-26 01:05:17.44';-102;56;6;Spazieren
'2010-06-26 01:05:17.48';-3;50;46;Spazieren
'2010-06-26 01:05:17.52';-102;1;11;Spazieren
'2010-06-26 01:05:17.56';-113;3;25;Spazieren
'2010-06-26 01:05:17.6';-128;7;23;Spazieren
'2010-06-26 01:05:17.64';-128;-54;-60;Spazieren
'2010-06-26 01:05:17.68';-105;-52;-70;Spazieren
'2010-06-26 01:05:17.72';-128;-119;-111;Spazieren
'2010-06-26 01:05:17.76';-125;-75;-128;Spazieren
'2010-06-26 01:05:17.8';-94;-73;-102;Spazieren
'2010-06-26 01:05:17.84';-98;-58;-88;Spazieren
'2010-06-26 01:05:17.88';-44;-1;-65;Spazieren
'2010-06-26 01:05:17.92';-18;26;-53;Spazieren
'2010-06-26 01:05:17.96';-70;1;-51;Spazieren
'2010-06-26 01:05:18.0';-122;-12;-18;Spazieren
'2010-06-26 01:05:18.04';-128;13;123;Spazieren
'2010-06-26 01:05:18.08';-128;85;123;Spazieren
'2010-06-26 01:05:18.12';-118;127;123;Spazieren
'2010-06-26 01:05:18.16';-69;111;100;Spazieren
'2010-06-26 01:05:18.2';-128;127;123;Spazieren
'2010-06-26 01:05:18.24';26;106;93;Spazieren
'2010-06-26 01:05:18.28';-102;-6;9;Spazieren
'2010-06-26 01:05:18.32';-128;11;35;Spazieren
'2010-06-26 01:05:18.36';-128;-10;0;Spazieren
'2010-06-26 01:05:18.4';-128;-73;-68;Spazieren
'2010-06-26 01:05:18.44';-74;-19;-75;Spazieren
'2010-06-26 01:05:18.48';-128;-111;-118;Spazieren
'2010-06-26 01:05:18.52';-113;-63;-100;Spazieren
'2010-06-26 01:05:18.56';-103;-57;-83;Spazieren
'2010-06-26 01:05:18.6';-74;-37;-102;Spazieren
'2010-06-26 01:05:18.64';2;-44;-13;Spazieren
'2010-06-26 01:05:18.68';-40;-10;-35;Spazieren
'2010-06-26 01:05:18.72';-102;3;-72;Spazieren
'2010-06-26 01:05:18.76';-128;-4;16;Spazieren
'2010-06-26 01:05:18.8';-128;127;123;Spazieren
'2010-06-26 01:05:18.84';-128;127;123;Spazieren
'2010-06-26 01:05:18.88';-98;127;123;Spazieren
'2010-06-26 01:05:18.92';-118;44;11;Spazieren
'2010-06-26 01:05:18.96';-8;115;-20;Spazieren
'2010-06-26 01:05:19.0';-104;-23;17;Spazieren
'2010-06-26 01:05:19.04';-113;2;26;Spazieren
